Tamanho , OP1 v1 , OP2 v1 , OP1 v2 , OP 2 v2 
32 , 3454.4401 , 1736.1137 , 3246.4865 , 1590.6230 , 1986.2752 , 0 , 1120.7022 , 0 
64 , 2972.1329 , 1490.8216 , 3079.4472 , 1525.9395 , 2564.5214 , 0 , 375.6002 , 0 
128 , 2842.2632 , 1423.6485 , 2920.8056 , 1454.2782 , 2932.5397 , 0 , 2445.3615 , 0 
256 , 2297.5928 , 1149.8651 , 2215.0070 , 1105.2605 , 3055.9514 , 0 , 2655.4914 , 0 
512 , 2052.6042 , 1026.7913 , 2069.6955 , 1033.8184 , 3109.2862 , 0 , 2730.7253 , 0 
1000 , 1942.7115 , 971.5956 , 1964.5866 , 981.7975 , 3167.1093 , 0 , 2756.4735 , 0 
2000 , 1898.4682 , 949.3521 , 1885.3936 , 942.4600 , 3182.8947 , 0 , 2744.2640 , 0 
4000 , 1881.2572 , 940.6872 , 1879.6113 , 939.6879 , 3189.1712 , 0 , 2754.1804 , 0 
8000 , 1870.0727 , 935.0655 , 1869.4181 , 934.6505 , 3197.1430 , 0 , 2754.4960 , 0 
